Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA02ZB4NJ,2019.06,9012,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA02HS4NJ,2018.06,9015,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA04HB1NS,2019.09,9063,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1NM,2022.03,9069,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4NS,2020.09,9075,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA02HS4NJ,2019.06,9084,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA04HB1NM,2019.03,9099,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1ND,2018.12,9105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1ND,2019.12,9105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HS1ND,2020.12,9153,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB5NM,2021.03,9171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NM,2021.03,9171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NM,2021.03,9177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NM,2021.03,9177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HB1NM,2020.03,9189,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS7ND,2021.12,9222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZS5ND,2021.12,9222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5ND,2021.12,9222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7ND,2021.12,9222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA02HS4NS,2019.09,9252,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02ZB2NJ,2021.06,9255,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2ND,2021.12,9261,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2NS,2021.09,9318,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02HS4NM,2019.03,9321,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02ZB4NM,2019.03,9342,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HB1ND,2020.12,9363,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02HS4NJ,2020.06,9453,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02HS4ND,2019.12,9525,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA03HS1NS,2017.09,9525,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HS1ND,2021.12,9567,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02HS4NS,2018.09,9570,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02HS4ND,2018.12,9576,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02ZB4ND,2017.12,9576,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HS1NM,2021.03,9612,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02ZS4NS,2017.09,9723,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Sellers,Corporate only,Number of transfers
PTSA.SA02ZB4NJ,2018.06,9774,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA03HB1NS,2017.09,9795,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1ND,2021.12,9798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4ND,2018.12,9810,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HB7NJ,2020.06,9819,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HS7NJ,2020.06,9819,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HB5NJ,2020.06,9822,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HS5NJ,2020.06,9822,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA02ZB4NS,2018.09,9828,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA02ZB4NM,2018.03,9864,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HB1NM,2021.03,9867,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02HS4NM,2020.03,9876,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA02HS4NS,2020.09,10005,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS5NS,2021.09,10029,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZS7NS,2021.09,10029,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB7NS,2021.09,10029,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZB5NS,2021.09,10029,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HB5NS,2020.09,10089,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HB7NS,2020.09,10089,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HS5NS,2020.09,10089,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HS7NS,2020.09,10089,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HB5ND,2017.12,10113,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HS5ND,2017.12,10128,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NJ,2021.06,10200,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5NJ,2021.06,10200,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS7NJ,2021.06,10203,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB7NJ,2021.06,10203,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA02ZB4ND,2020.12,10275,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HS1NS,2021.09,10344,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB5NM,2018.03,10416,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HS5NM,2018.03,10419,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HB5NJ,2019.06,10461,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HS5NJ,2019.06,10461,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HB7NJ,2019.06,10464,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HB7NM,2018.03,10464,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HS7NJ,2019.06,10464,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HS7NM,2018.03,10464,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HB7ND,2017.12,10485,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HS7ND,2017.12,10485,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HB5NJ,2018.06,10494,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HS5NJ,2018.06,10497,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HB5NM,2022.03,10515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA04HB7NM,2022.03,10515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA04HS5NM,2022.03,10515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HS7NM,2022.03,10515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total all affiliations,Number of transfers
